Location,Address,24 Hours,Mon-Fri,Sat,Latitude,Longitude,Closest_Circle_K_Add,Circle_K_Latitude,Circle_K_Longitude,Distance_km,Closest_Circle_K_Loc
Wan Chai,"Shops G & H, G/F, New Spring Garden Mansion, Nos. 49 & 51 Spring Garden Lane, Wan Chai, Hong Kong",24 Hours,,,22.2752812,114.1724387,"Shop 1, Ground Floor, 112 Johnston Road, Hong Kong",22.2765046,114.1730614,0.149904130338832,Wanchai
Western,"Shop C, G/F, Koon Wah Building, Nos. 420-424 Queen’s Road West, Sai Wan, Hong Kong",24 Hours,,,22.2863484,114.1387564,"G/F., Nos. 333 & 335 Des Voeux Road West, Hong Kong",22.2875596,114.1386087,0.1349821434305077,Sai Wan
Aberdeen,"Portion of Shop No. 4, G/F, South Wave Court, No. 3 Shum Wan Road, Wong Chuk Hang, Hong Kong",,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.2448246,114.1660206,No. WCH 8 at MTR Wong Chuk Hang Station,22.24818,114.16835,0.4423930388469018,Wong Chuk Hang
Western,Concession No. KET 3 at MTR Kennedy Town Station,,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.2812467,114.1288825,"Shop B2 & Shop C G/F., Luen Wai Apartments, Nos. 136, 136A, 138, 140 & 142 Belcher??s Street, Nos. 7 & 7A Davis Street, Hong Kong",22.2822362,114.1270344,0.2197287352886577,Sai Wan
Western,Concession No. KET 6 at MTR Kennedy Town Station,,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.2812467,114.1288825,"Shop B2 & Shop C G/F., Luen Wai Apartments, Nos. 136, 136A, 138, 140 & 142 Belcher??s Street, Nos. 7 & 7A Davis Street, Hong Kong",22.2822362,114.1270344,0.2197287352886577,Sai Wan
Western,Concession No. HKU 3 at MTR Hong Kong University Station,,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.2829989,114.1370848,"G/F., Nos. 333 & 335 Des Voeux Road West, Hong Kong",22.2875596,114.1386087,0.5288794132974671,Sai Wan
Western,Concession No. HKU 4 at MTR Hong Kong University Station,,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.2829989,114.1370848,"G/F., Nos. 333 & 335 Des Voeux Road West, Hong Kong",22.2875596,114.1386087,0.5288794132974671,Sai Wan
Western,Concession No. SYP 3 at MTR Sai Ying Pun Station,,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.285533,114.142733,"Shop A G/F., No. 64 Centre Street, Hong Kong",22.284929,114.142068,0.0957596575522874,Western District
Western,Concession No. SYP 4 at MTR Sai Ying Pun Station,,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.285533,114.142733,"Shop A G/F., No. 64 Centre Street, Hong Kong",22.284929,114.142068,0.0957596575522874,Western District
Shau Kei Wan,"Shop No. 5B, G/F, iUniQ, No. 305 Shau Kei Wan Road, Shau Kei Wan, Hong Kong",24 Hours,,,22.2773645,114.2270455,"No. H1, G/F., Fung Yuen Building, Nos. 388-414 Shau Kei Wan Road, Hong Kong",22.2773645,114.2270455,0.0,Shau Kei Wan
Wan Chai,"Shop B, Ground Floor and Cockloft, Cheong Hong Mansion, Nos. 25-33 Johnston Road, Wan Chai, Hong Kong",24 Hours,,,22.2772256,114.170549,"G/F & M/F, 38 Hennessy Rd, Wanchai, H.K.",22.2773896,114.1704959,0.0189670152139964,Wanchai
Shau Kei Wan,"Shop No. 7, G/F, Hoi Fung Centre, No. 2 Po Man Street, Shau Kei Wan, Hong Kong",24 Hours,,,22.2784189,114.228787,"No. H1, G/F., Fung Yuen Building, Nos. 388-414 Shau Kei Wan Road, Hong Kong",22.2773645,114.2270455,0.2141144058657793,Shau Kei Wan
Sheung Wan,"Shop No. 7, G/F, Welland Building, No. 368 Queen's Road Central, Hong Kong",24 Hours,,,22.2858348,114.149091,"Shop 11, 12 and 13, G/F., Western Market, 323 Des Voeux Road, Sheung Wan, Hong Kong",22.287287,114.150392,0.2093673537358163,Sheung Wan
Chai Wan,"Shop Unit G58A, G/F, Paradise Mall, Heng Fa Chuen, Hong Kong",24 Hours,,,22.2767315,114.2399396,Kiosk No. HFC5 & 6 Heng Fa Chuen Station,22.276657,114.239691,0.0269162857482562,Heng Fa Chuen
Admiralty,Kiosk No. ADM 23 at MTR Admiralty Station,,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.279412,114.164559,"Shop No. F01-02, Lab Concept, 1/F Queensway Plaza, 93 Queensway, Hong Kong",22.278565,114.164798,0.0969720689832749,Queensway
North Point,"Shop No. 6, G/F, Cloudview Road Dairy Farm Shopping Centre, No. 33 Cloudview Road, North Point, Hong Kong",,Monday to Friday: 0800-2200,Saturday: 0800-2200,22.2856587,114.1962596,"G/F., No. 22 Fort Street, Hong Kong",22.2896055,114.1969904,0.4434868831384216,North Point
North Point,"Portion A and Portion C2 on Ground Floor of No. 300 King's Road, and Ground Floor of No. 298 King's Road, Nos. 29-37 Cheung Hong Street, Continental Mansion, North Point, Hong Kong",24 Hours,,,22.2901835,114.195742,"Unit No. 5, G/F., Block 1, 2 & 3 City Garden, No. 233 Electric Road, Hong Kong",22.2912167,114.1950775,0.1333374626031105,North Point
North Point,"Shop No. 2, G/F, Union Park Tower, No. 168 Electric Road, North Point, Hong Kong",24 Hours,,,22.2874868,114.1921686,"Shop Nos. 9 & 9A, G/F., Kam Tao Building, 2-10B Whitfield Road, Hong Kong",22.2867373,114.1909836,0.1476515172808048,Tin Hau
Southern,Concession No. OCP 3 at MTR Ocean Park Station,,Monday to Friday: 0700-1900,Saturday: 0700-1900,22.2486966,114.1744429,Concession No. OCP 5 at MTR Ocean Park Station,22.2486966,114.1744429,0.0,Wong Chuk Hang
Southern,Concession No. WCH 3 at MTR Wong Chuk Hang Station,,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.2459198,114.1664957,No. WCH 8 at MTR Wong Chuk Hang Station,22.24818,114.16835,0.314923444222261,Wong Chuk Hang
Aberdeen,Concession No. SOH 1 at MTR South Horizons Station,,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.2428603,114.1487444,"Shop No. 2, G/F., East Commercial Block of South Horizons, No. 18A South Horizon Drive, Apleichau, Hong Kong",22.2433943,114.1483479,0.0718831435486968,AP Lei Chau
North Point,"Portion of G/F, No. 129 Electric Road, North Point, Hong Kong",24 Hours,,,22.2888313,114.1933902,"Shop No.25-27, G/F., King's Centre, 193-209 King's Road, Hong Kong",22.2893806,114.1942585,0.1081963284472914,North Point
Aberdeen,"Shop No. 1, G/F, Noble Square, Wah Kwai Shopping Centre, Wah Kwai Estate, No. 3 Wah Kwai Road, Aberdeen, Hong Kong",24 Hours,,,22.2498464,114.139108,"Shop 7 & 8, Town Ctr, Wah Fu Est, H.K.",22.2516355,114.1379788,0.2297768201192939,Aberdeen
Wong Chuk Hang,"Convenient Store on First Floor of Gleneagles Hong Kong Hospital, No.1 Nam Fung Path, Hong Kong",,Monday to Friday: 0700-2000,Saturday: 0700-1900,22.2515672,114.1763966,"G/F., Main Block, Grantham Hospital, 125 Wong Chuk Hang Road, Aberdeen, Hong Kong",22.2510972,114.1732155,0.3320098176377918,Aberdeen
Stanley,"Shop A, Ground Floor, No. 90A Stanley Main Street, Hong Kong",,Monday to Friday: 0800-2300,Saturday: 0800-2300,22.2186952,114.2113797,Concession No. OCP 5 at MTR Ocean Park Station,22.2486966,114.1744429,5.053392892758944,Wong Chuk Hang
Aberdeen,"Portion 6 of Shops A, B & G on Ground Floor of Albert House, 20,22,24 & 28 Chengtu Road & No.12 Sai On Street, Aberdeen, Hong Kong",24 Hours,,,22.2481534,114.1548009,"Ground Floor, No. 23 Tung Sing Road, Hong Kong",22.2487125,114.1551595,0.072106882419383,Aberdeen
Central,Concession HOK 83 at In-Town Check-In Concourse of MTR Hong Kong Station,,Monday to Friday: 0700-2200,Saturday: 0700-2200,22.2846133,114.1579795,Kiosk No. CEN E7 MTR Central Station,22.2819989,114.1576766,0.2911813141353164,Central
Chai Wan,"Shop No. G18, G/F, Commercial/Car Park Block (also known as Wan Tsui Estate Market Building), Wan Tsui Estate, 1 Wah Ha Street, Chai Wan Hong Kong",24 Hours,,,22.262314,114.2384553,"KIOSK No. CHW12 at Chai Wan Station, Chai Wan (Exit C)",22.264625,114.237139,0.289645615984361,Chai Wan
Tai Koo Shing,"Shop No. 50A, 4/F, Kornhill Plaza, 2 Kornhill Road, Hong Kong",,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.2841574,114.2164407,"KIOSK NO. TAK9, Tai Koo MTR Station",22.28465,114.21636,0.0551779758186644,Taikoo
North Point,"G/F, 92 Java Road, North Point, Hong Kong",24 Hours,,,22.2919937,114.1994292,"Shop No.4, G/F., Cheong Yuen Apartments, Nos.2,4,6,8,8A Tsat Tsz Mui Road, North Point",22.2906342,114.2007566,0.2034068128405297,North Point
Wan Chai,"Shop A1, G/F, Tak Lee Commercial Building, 113 – 117 Wanchai Road, HK",,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.276563,114.1755877,"G/F., 89 Wan Chai Road, Hong Kong",22.276516,114.1750012,0.0606687745086433,Wanchai
Causeway Bay,"Shop No. 4, G/F, Causeway Bay Centre, Nos. 15 – 23 Sugar Street, Hong Kong",24 Hours,,,22.2800677,114.1866883,"G/F., 33 Jardine's Bazaar, Hong Kong",22.2795144,114.1849559,0.1887586747643288,Causeway Bay
Chai Wan,"Shop No.403, Level 4, Hing Man Shopping Centre (forming part of the Commercial/Car Park Block), Hing Man Estate, No. 188 Tai Tam Road, Chai Wan, Hong Kong",24 Hours,,,22.2664679,114.2325717,"Shop 3A and Portion of Shop 3B on Level 5 of The Commercial Block,No. 16 Tai Man Street, Greenwood Terrace",22.26686,114.2351954,0.2738829509342078,Chai Wan
Sai Wan,"G/F with the Yard, 73 First Street & Basement Floor with a lavatory at the rear of the yard on the G/F 73 First Street",,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.2868044,114.1420853,"G/F., No. 232 Des Voeux Road West, Hong Kong",22.287784,114.142217,0.1093209417850082,Sai Wan
Fortress Hill,"Shop No.1, Ground Floor, Harbour East, 218 Electric Road, Hong Kong",24 Hours,,,22.2885537,114.1931439,"Shop No.25-27, G/F., King's Centre, 193-209 King's Road, Hong Kong",22.2893806,114.1942585,0.1468927581616217,North Point
Wan Chai,"Shop E & F, G/F & Cockloft, 104 Johnston Road, Wanchai, HK",,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.2763134,114.1728832,"Shop 1, Ground Floor, 112 Johnston Road, Hong Kong",22.2765046,114.1730614,0.0280278012429163,Wanchai
Sai Wan,"Ground Floor, Whitty Street Court, No.28 Whitty Street, Hong Kong",24 Hours,,,22.2861076,114.1363724,"G/F., Nos. 333 & 335 Des Voeux Road West, Hong Kong",22.2875596,114.1386087,0.2810035084945094,Sai Wan
Central,"Shop B, Upper Ground Floor, Al Aqmar House, 30 Hollywood Road, Central, Hong Kong",,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.2820287,114.1535798,"Shop No.1 G/F., & Open Yard Nos.10-16 Cochrane Street, Hong Kong",22.2831647,114.1546298,0.1659317044453986,Central
Western,"Shop B, G/F, Luen Hong Apartment, 116-122A Belcher’s Street, Kennedy Town, Hong Kong",24 Hours,,,22.2822611,114.1274462,"Shop B2 & Shop C G/F., Luen Wai Apartments, Nos. 136, 136A, 138, 140 & 142 Belcher??s Street, Nos. 7 & 7A Davis Street, Hong Kong",22.2822362,114.1270344,0.0425281693457007,Sai Wan
Western,"Shop A1, G/F, Smithfield Walk, Luen Tak, Luen Hing, Luen Fat and Luen On Apartments, No. 45-51 Smithfield Road and Nos. 34-40 Forbes Street, Kennedy Town, Hong Kong",,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.2815634,114.1274462,"Shop B2 & Shop C G/F., Luen Wai Apartments, Nos. 136, 136A, 138, 140 & 142 Belcher??s Street, Nos. 7 & 7A Davis Street, Hong Kong",22.2822362,114.1270344,0.085741382271401,Sai Wan
Causeway Bay,"G/F, 511 Lockhart Road, Causeway Bay, Hong Kong",24 Hours,,,22.2808039,114.1834336,"Shop B on Ground Floor, Po Hon Building, 24-30 Percival Street, Hong Kong",22.2806683,114.1825387,0.0934406688776341,Causeway Bay
Wan Chai,"Shop 102A and 102B, 1/F, Shopping Arcade of Convention Plaza, 1 Harbour Road, Wanchai, Hong Kong",,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.2809167,114.1737553,"Shop A, G/F., Nos. 146 Lockhart Road, Hong Kong",22.2780541,114.1729075,0.328808486172448,Wanchai
Causeway Bay,"Shop J, G/F, Po Ming Building, 49-57 Lee Garden Road, Causeway Bay, Hong Kong",24 Hours,,,22.2784909,114.1835534,"Shop No.K G/F., Po Ming Building, 2-6 Foo Ming Street,49-57 Lee Garden Road, 96-106 Percival Street, Hong Kong",22.2784909,114.1835534,0.0,Causeway Bay
Wan Chai,"Shop 1A-1B, 1/F, Lippo Centre, No. 89 Queensway, Admiralty, Hong Kong",,Monday to Friday: 0700-2100,Saturday: 0800-1900,22.2794384,114.1633418,"Shop No. F01-02, Lab Concept, 1/F Queensway Plaza, 93 Queensway, Hong Kong",22.278565,114.164798,0.1785389315095071,Queensway
Quarry Bay,"Shop 1A&1B, G/F, Bo Fung Garden, Nos. 1090 – 1091 King’s Road, Quarry Bay, Hong Kong",24 Hours,,,22.28445,114.214063,"Portion and Toilet Portion of Shop No.G7 on Ground Floor of Westlands Gardens, Nos. 1025-1037 King’s Road, Nos. 2-10,12A-12H Westlands Road, Hong Kong",22.284902,114.2129603,0.1241728487397169,Quarry Bay
Quarry Bay,"Shop A1 on Ground Floor, Riviera Mansion, No. 2A Hoi Wan Street & Nos. 18, 20, 22 Hoi Tai Street, Quarry Bay, Hong Kong",,Monday to Friday: 0700-2300,Saturday: 0700-1900,22.288134,114.2114186,"No.16, G/F., Hoi Kwong Court, Nos. 13-15 Hoi Kwong Street, Hong Kong",22.287844,114.211047,0.0499768855541667,Quarry Bay
Central,"G/F and Basement, Tung Ming Building, 40-42 Des Voeux Road Central, Central, Hong Kong",24 Hours,,,22.283155,114.156625,Kiosk No. CEN E7 MTR Central Station,22.2819989,114.1576766,0.1677318493693618,Central
Central,"Portion B (Including a Lavatory) on Ground Floor, Hung Tak Building, No. 106 Des Voeux Road Central, Hong Kong",,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.2848717,114.1552239,"Shop No.1 G/F., & Open Yard Nos.10-16 Cochrane Street, Hong Kong",22.2831647,114.1546298,0.1986913907763679,Central
North Point,"Shop No. 2 and Shop No, 9 on Ground Floor, Coronet Court, Nos. 321-333 King’s Road & Nos. 1, 3, 5, 7, 7A, 9 & 9A North Point Road, Hong Kong",,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.2906419,114.1964877,"G/F., No. 22 Fort Street, Hong Kong",22.2896055,114.1969904,0.1259150756911222,North Point
North Point,"Shop 8&25, G/F, Golden Court, Nos. 22-52 Electric Road, Nos. 1A – 1C Lau Sin Street, Nos. 2 – 8 Yacht Road, Hong Kong",,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.2833639,114.1919131,"Shop H, G/F., Kiu Hing Mansion, 14 King's Road, Hong Kong",22.2829732,114.1925625,0.0796909393075892,Tin Hau
North Point,"Shop 6A, G/F., Olympia Plaza, 243-255 King's Rd, North Point, HK",,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.2897265,114.1944613,"Shop No.25-27, G/F., King's Centre, 193-209 King's Road, Hong Kong",22.2893806,114.1942585,0.0436334270778148,North Point
Causeway Bay,"Ground Floor and Mezzanine Floor, No. 463 Hennessy Road, Hong Kong",24 Hours,,,22.279859,114.182094,"Shop B on Ground Floor, Po Hon Building, 24-30 Percival Street, Hong Kong",22.2806683,114.1825387,0.1006558584796846,Causeway Bay
Western,"Shop 5 on Ground Floor, Hau Wo Building, No. 52 Hau Woo Street, Hong Kong",24 Hours,,,22.2826576,114.1270049,"Shop B2 & Shop C G/F., Luen Wai Apartments, Nos. 136, 136A, 138, 140 & 142 Belcher??s Street, Nos. 7 & 7A Davis Street, Hong Kong",22.2822362,114.1270344,0.0467622813204831,Sai Wan
North Point,"Shop G21, G/F., No. 252-264 King’s Road, North Point, HK",,Monday to Friday: 0700-2300,Saturday: 0700-2300,22.2889691,114.1944964,"Shop No.25-27, G/F., King's Centre, 193-209 King's Road, Hong Kong",22.2893806,114.1942585,0.0517435433975126,North Point
Happy Valley,"G/F and Cockloft together with the Yard on G/F of Winner House, No. 15 Wong Nai Chung Road, Hong Kong",24 Hours,,,22.2695641,114.1841804,"Shop B, G/F., The Exterior Elevations, Holley Mansion, Nos. 21-23 Wong Nai Chung Road, Hong Kong",22.2696221,114.1843662,0.0201979647385882,Happy Valley
Shau Kei Wan,"Shop C, G/F & M/F, Ellen Building, Nos. 192-198 Shau Kei Wan Road, Hong Kong",24 Hours,,,22.2806596,114.2234591,"Shop B G/F., Nos 106-108 Shau Kei Wan Road, Hong Kong",22.2821321,114.2216237,0.2497306617668546,Shau Kei Wan
Quarry Bay,"Shop No. 12, Block C2, Model Housing Estate, No. 774 King's Road, North Point, Hong Kong",,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.290574,114.208941,KIOSK QUB3 at Quarry Bay MTR Station,22.28800384,114.2097574,0.2967790985701705,Quarry Bay
Apleichau,"Shop Nos. 6-9, G/F, Ning Fung Mansion, Nos. 25-31 Main Street, Ap Lei Chau, Hong Kong",24 Hours,,,22.244235,114.156974,"Ground Floor, No. 85 Main Street Ap Lei Chau, Hong Kong",22.2438216,114.1553876,0.1698196292565744,Ap Lei Chau
Wan Chai,"Shop No. G6, G/F, Harbour Centre, No. 25 Harbour Road, Wan Chai, Hong Kong",24 Hours,,,22.2810988,114.1755924,"Shop A, G/F., Nos. 146 Lockhart Road, Hong Kong",22.2780541,114.1729075,0.4361598021929186,Wanchai
Sheung Wan,"G/F, Block B, Hillier Commercial Building, Nos. 89 & 91 Wing Lok Street, Hong Kong",24 Hours,,,22.2859651,114.1517966,"Shop 11, 12 and 13, G/F., Western Market, 323 Des Voeux Road, Sheung Wan, Hong Kong",22.287287,114.150392,0.2058619737150868,Sheung Wan
Causeway Bay,"Shop No. 3, G/F, Professional Building, Nos. 19-23 Tung Lo Wan Road, Causeway Bay, Hong Kong",,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.2787415,114.1885344,"G/F., 33 Jardine's Bazaar, Hong Kong",22.2795144,114.1849559,0.3785968570863863,Causeway Bay
Shau Kei Wan,"Shop Nos. 23-28, G/F, Tai On Court, Nos. 62-74 Shau Kei Wan Main Street East, Shau Kei Wan, Hong Kong",24 Hours,,,22.2793882,114.2298737,"Shop B G/F., The Eastborne, No. 51 Shau Kei Wan Main Street East, Hong Kong",22.2803075,114.2305921,0.1258741032443733,Shau Kei Wan
Sheung Wan,"Shop No. G01, G/F, Shun Tak Centre, Nos. 168-200 Connaught Road Central, Hong Kong",,Monday to Friday: 0700-0000,Saturday: 0700-0000,22.2879098,114.1517914,"Shop 11, 12 and 13, G/F., Western Market, 323 Des Voeux Road, Sheung Wan, Hong Kong",22.287287,114.150392,0.1598538931446295,Sheung Wan
Wan Chai,"Shop No. 2, G/F, Dannies House, No. 20 Luard Road, Wan Chai, Hong Kong",24 Hours,,,22.2786884,114.1719192,"G/F., Warner Building, 91 Hennessy Road, Hong Kong",22.277742,114.171826,0.1052379523636391,Wanchai
Chai Wan,"Shop Nos. 3 & 4, Yue Fung House, Yue Wan Estate, Chai Wan, Hong Kong",24 Hours,,,22.2657544,114.2409612,"KIOSK No. CHW12 at Chai Wan Station, Chai Wan (Exit C)",22.264625,114.237139,0.4133252372559993,Chai Wan
Apleichau,"Shop No. 6, G/F, Commercial/Car Park Block, Ap Lei Chau Estate, Nos. 322, 326, 328, 330 and 332 Ap Lei Chau Bridge Road, Hong Kong",24 Hours,,,22.2450255,114.1485708,"Shop No. 2, G/F., East Commercial Block of South Horizons, No. 18A South Horizon Drive, Apleichau, Hong Kong",22.2433943,114.1483479,0.1820842242838407,AP Lei Chau
Western,"Shop C on G/F & Cockloft B of GOA Building, Nos. 20-24 Hill Road, Hong Kong",24 Hours,,,22.2857336,114.1349012,"G/F., Nos. 333 & 335 Des Voeux Road West, Hong Kong",22.2875596,114.1386087,0.4322762456876279,Sai Wan
Shau Kei Wan,"G/F, Kam Wai Building, No. 18 Kam Wa Street, Shau Kei Wan, Hong Kong",24 Hours,,,22.2777238,114.2297389,"No. H1, G/F., Fung Yuen Building, Nos. 388-414 Shau Kei Wan Road, Hong Kong",22.2773645,114.2270455,0.2804187160523197,Shau Kei Wan
Chai Wan,"Shop No. 120, Level 1, New Jade Shopping Arcade, Chai Wan, Hong Kong",24 Hours,,,22.2639913,114.2370739,"KIOSK No. CHW12 at Chai Wan Station, Chai Wan (Exit C)",22.264625,114.237139,0.070492111664593,Chai Wan
Southern,"Shop B, G/F, Beach Centre, No. 33 Beach Road, Repulse Bay, Hong Kong",24 Hours,,,22.2375611,114.1966735,Concession No. OCP 5 at MTR Ocean Park Station,22.2486966,114.1744429,2.602328157275475,Wong Chuk Hang
Central,"G/F, No. 89 Caine Road, Hong Kong",24 Hours,,,22.2819464,114.1515606,"Shop No. 28A G/F., Lily Court,? 28A Robinson Road, HK",22.2794066,114.1521066,0.2868162376119301,Central
Wan Chai,"Shop A, G/F, No. 151 Lockhart Road, Wan Chai, Hong Kong",24 Hours,,,22.2783779,114.1733405,"Shop A, G/F., Nos. 146 Lockhart Road, Hong Kong",22.2780541,114.1729075,0.0572450893616022,Wanchai
Aberdeen,"Shop No. 24A, Commercial Complex, Wah Fu (II) Estate, Aberdeen, Hong Kong",24 Hours,,,22.2532466,114.1361475,"Shop 30, Wah Fu (II) Commercial Complex, Wah Fu (II) Estate, Hong Kong",22.253079,114.136107,0.0190226985137455,Aberdeen
Wan Chai,"Portion of Shop Nos. A, B & G, G/F, Sun Tao Building, Nos. 12-18 Morrison Hill Road, Wan Chai, Hong Kong",24 Hours,,,22.2773941,114.1798611,"Shop G4B G/F., Pak Ling Building, 368-374 Lockhart Road, Hong Kong",22.2791602,114.1794431,0.200255826752021,Wanchai
Wan Chai,"Shop C, G/F, Siu Fung Building, Nos. 9-17 Tin Lok Lane, Wan Chai, Hong Kong",24 Hours,,,22.2782514,114.179954,"Shop G4B G/F., Pak Ling Building, 368-374 Lockhart Road, Hong Kong",22.2791602,114.1794431,0.1135770891366793,Wanchai
